locus_tag	ftype	length_bp	gene	EC_number	COG	product
AHECGBEH_03166	CDS	543				hypothetical protein
AHECGBEH_03166	gene	543				
AHECGBEH_03167	CDS	1452	chiC			chitinase
AHECGBEH_03167	gene	1452	chiC			
AHECGBEH_03168	CDS	750				transcriptional regulator
AHECGBEH_03168	gene	750				
AHECGBEH_03169	CDS	1725				oxidoreductase
AHECGBEH_03169	gene	1725				
AHECGBEH_03170	CDS	246				ferredoxin
AHECGBEH_03170	gene	246				
AHECGBEH_03171	CDS	1407				hypothetical protein
AHECGBEH_03171	gene	1407				
AHECGBEH_03172	CDS	798				ABC transporter permease
AHECGBEH_03172	gene	798				
AHECGBEH_03173	CDS	855				ABC transporter ATP-binding protein
AHECGBEH_03173	gene	855				
AHECGBEH_03174	CDS	966				hypothetical protein
AHECGBEH_03174	gene	966				
AHECGBEH_03175	CDS	282				hypothetical protein
AHECGBEH_03175	gene	282				
AHECGBEH_03176	CDS	1359	oprB_3			porin B
AHECGBEH_03176	gene	1359	oprB_3			
AHECGBEH_03177	CDS	2412	gcd			glucose dehydrogenase
AHECGBEH_03177	gene	2412	gcd			
AHECGBEH_03178	CDS	2133	fiuA_2			ferrichrome receptor FiuA
AHECGBEH_03178	gene	2133	fiuA_2			
AHECGBEH_03179	CDS	288				hypothetical protein
AHECGBEH_03179	gene	288				
AHECGBEH_03180	CDS	636				hypothetical protein
AHECGBEH_03180	gene	636				
AHECGBEH_03181	CDS	1545	htpX_3	3.4.24.-		Protease HtpX
AHECGBEH_03181	gene	1545	htpX_3			
AHECGBEH_03182	CDS	663				hypothetical protein
AHECGBEH_03182	gene	663				
AHECGBEH_03183	CDS	672				hypothetical protein
AHECGBEH_03183	gene	672				
AHECGBEH_03184	CDS	1458				hypothetical protein
AHECGBEH_03184	gene	1458				
AHECGBEH_03185	CDS	429				hypothetical protein
AHECGBEH_03185	gene	429				
AHECGBEH_03186	CDS	945				transcriptional regulator
AHECGBEH_03186	gene	945				
AHECGBEH_03187	CDS	693	arsH_2	1.-.-.-	COG0431	NADPH-dependent FMN reductase ArsH
AHECGBEH_03187	gene	693	arsH_2			
AHECGBEH_03188	CDS	471	arsC_2			low molecular weight phosphatase
AHECGBEH_03188	gene	471	arsC_2			
AHECGBEH_03189	CDS	1284	arsB			arsenite-antimonite efflux pump ArsB
AHECGBEH_03189	gene	1284	arsB			
AHECGBEH_03190	CDS	351	arsR			ArsR family transcriptional regulator
AHECGBEH_03190	gene	351	arsR			
AHECGBEH_03191	CDS	891				transcriptional regulator
AHECGBEH_03191	gene	891				
AHECGBEH_03192	CDS	1062				alcohol dehydrogenase
AHECGBEH_03192	gene	1062				
AHECGBEH_03193	CDS	378				hypothetical protein
AHECGBEH_03193	gene	378				
AHECGBEH_03194	CDS	471	soxR_2			redox-sensitive transcriptional activator SoxR
AHECGBEH_03194	gene	471	soxR_2			
AHECGBEH_03195	CDS	1698	pbpC			penicillin-binding protein 3A
AHECGBEH_03195	gene	1698	pbpC			
AHECGBEH_03196	CDS	516				acetyltransferase
AHECGBEH_03196	gene	516				
AHECGBEH_03197	CDS	591				transcriptional regulator
AHECGBEH_03197	gene	591				
AHECGBEH_03198	CDS	1206				hypothetical protein
AHECGBEH_03198	gene	1206				
AHECGBEH_03199	CDS	1071	pyrG_2	6.3.4.2		CTP synthase
AHECGBEH_03199	gene	1071	pyrG_2			
AHECGBEH_03200	CDS	897				transcriptional regulator
AHECGBEH_03200	gene	897				
AHECGBEH_03201	CDS	1320				cytochrome C
AHECGBEH_03201	gene	1320				
AHECGBEH_03202	CDS	1776				gluconate dehydrogenase
AHECGBEH_03202	gene	1776				
AHECGBEH_03203	CDS	717		1.1.99.3		Gluconate 2-dehydrogenase subunit 3
AHECGBEH_03203	gene	717				
AHECGBEH_03204	CDS	987				2-hydroxyacid dehydrogenase
AHECGBEH_03204	gene	987				
AHECGBEH_03205	CDS	1308				2-ketogluconate transporter
AHECGBEH_03205	gene	1308				
AHECGBEH_03206	CDS	951				2-ketogluconate kinase
AHECGBEH_03206	gene	951				
AHECGBEH_03207	CDS	783				hypothetical protein
AHECGBEH_03207	gene	783				
AHECGBEH_03208	CDS	1023	ptxS			transcriptional regulator PtxS
AHECGBEH_03208	gene	1023	ptxS			
AHECGBEH_03209	CDS	939	ptxR			HTH-type transcriptional regulator PtxR
AHECGBEH_03209	gene	939	ptxR			
AHECGBEH_03210	CDS	648	pvcD			paerucumarin biosynthesis protein PvcD
AHECGBEH_03210	gene	648	pvcD			
AHECGBEH_03211	CDS	1503	pvcC			paerucumarin biosynthesis protein PvcC
AHECGBEH_03211	gene	1503	pvcC			
AHECGBEH_03212	CDS	876	pvcB			paerucumarin biosynthesis protein PvcB
AHECGBEH_03212	gene	876	pvcB			
AHECGBEH_03213	CDS	987	pvcA			paerucumarin biosynthesis protein PvcA
AHECGBEH_03213	gene	987	pvcA			
AHECGBEH_03214	CDS	987	ansA			L-asparaginase I
AHECGBEH_03214	gene	987	ansA			
AHECGBEH_03215	CDS	1446				AGCS sodium/alanine/glycine symporter
AHECGBEH_03215	gene	1446				
AHECGBEH_03216	CDS	819				hypothetical protein
AHECGBEH_03216	gene	819				
AHECGBEH_03217	CDS	1395	lpdV	1.8.1.4		branched-chain alpha-keto acid dehydrogenase complex dihydrolipoyl dehydrogenase
AHECGBEH_03217	gene	1395	lpdV			
AHECGBEH_03218	CDS	1287	bkdB			branched-chain alpha-keto acid dehydrogenase complex lipoamide acyltransferase
AHECGBEH_03218	gene	1287	bkdB			
AHECGBEH_03219	CDS	1053	bkdA2			2-oxoisovalerate dehydrogenase subunit beta
AHECGBEH_03219	gene	1053	bkdA2			
AHECGBEH_03220	CDS	1233	bkdA1			2-oxoisovalerate dehydrogenase subunit alpha
AHECGBEH_03220	gene	1233	bkdA1			
AHECGBEH_03221	CDS	129				hypothetical protein
AHECGBEH_03221	gene	129				
AHECGBEH_03222	CDS	462	bkdR			Bkd operon transcriptional regulator BkdR
AHECGBEH_03222	gene	462	bkdR			
AHECGBEH_03223	CDS	294				hypothetical protein
AHECGBEH_03223	gene	294				
AHECGBEH_03224	CDS	1002				hypothetical protein
AHECGBEH_03224	gene	1002				
AHECGBEH_03225	CDS	1734	pslM			FAD-binding dehydrogenase
AHECGBEH_03225	gene	1734	pslM			
AHECGBEH_03226	CDS	1068				hypothetical protein
AHECGBEH_03226	gene	1068				
AHECGBEH_03227	CDS	1410	pslK			biofilm formation protein PslL
AHECGBEH_03227	gene	1410	pslK			
AHECGBEH_03228	CDS	1437	pslJ			biofilm formation protein PslJ
AHECGBEH_03228	gene	1437	pslJ			
AHECGBEH_03229	CDS	1104	pslI			biofilm formation protein PslI
AHECGBEH_03229	gene	1104	pslI			
AHECGBEH_03230	CDS	1209	pslH			biofilm formation protein PslH
AHECGBEH_03230	gene	1209	pslH			
AHECGBEH_03231	CDS	1329	pslG			biofilm formation protein PslG
AHECGBEH_03231	gene	1329	pslG			
AHECGBEH_03232	CDS	1188	pslF			biofilm formation protein PslF
AHECGBEH_03232	gene	1188	pslF			
AHECGBEH_03233	CDS	1989	pslE			biofilm formation protein PslE
AHECGBEH_03233	gene	1989	pslE			
AHECGBEH_03234	CDS	795	pslD			biofilm formation protein PslD
AHECGBEH_03234	gene	795	pslD			
AHECGBEH_03235	CDS	912	pslC			biofilm formation protein PslC
AHECGBEH_03235	gene	912	pslC			
AHECGBEH_03236	CDS	1467	pslB			biofilm formation protein PslB
AHECGBEH_03236	gene	1467	pslB			
AHECGBEH_03237	CDS	1437	pslA			biofilm formation protein PslA
AHECGBEH_03237	gene	1437	pslA			
AHECGBEH_03238	CDS	597				hypothetical protein
AHECGBEH_03238	gene	597				
AHECGBEH_03239	CDS	471	yiiM_2		COG2258	Protein YiiM
AHECGBEH_03239	gene	471	yiiM_2			
AHECGBEH_03240	CDS	342				hypothetical protein
AHECGBEH_03240	gene	342				
AHECGBEH_03241	CDS	2967				Tn3 family transposase TnAs3
AHECGBEH_03241	gene	2967				
AHECGBEH_03242	CDS	561				DNA invertase
AHECGBEH_03242	gene	561				
AHECGBEH_03243	CDS	351				hypothetical protein
AHECGBEH_03243	gene	351				
AHECGBEH_03244	CDS	1014	xerD_2			site-specific tyrosine recombinase XerD
AHECGBEH_03244	gene	1014	xerD_2			
AHECGBEH_03245	CDS	219				hypothetical protein
AHECGBEH_03245	gene	219				
AHECGBEH_03246	CDS	801	blm	3.5.2.6		Metallo-beta-lactamase type 2
AHECGBEH_03246	gene	801	blm			
AHECGBEH_03247	CDS	219				hypothetical protein
AHECGBEH_03247	gene	219				
AHECGBEH_03248	CDS	840	folP_1			dihydropteroate synthase
AHECGBEH_03248	gene	840	folP_1			
AHECGBEH_03249	CDS	501				hypothetical protein
AHECGBEH_03249	gene	501				
AHECGBEH_03250	CDS	993				hypothetical protein
AHECGBEH_03250	gene	993				
AHECGBEH_03251	CDS	1680				hypothetical protein
AHECGBEH_03251	gene	1680				
AHECGBEH_03252	CDS	708	bifA_1			protein BifA
AHECGBEH_03252	gene	708	bifA_1			
AHECGBEH_03253	CDS	237				hypothetical protein
AHECGBEH_03253	gene	237				
AHECGBEH_03254	CDS	363				hypothetical protein
AHECGBEH_03254	gene	363				
AHECGBEH_03255	CDS	1695	lpdG_1	1.8.1.4		2-oxoglutarate dehydrogenase complex dihydrolipoyl dehydrogenase
AHECGBEH_03255	gene	1695	lpdG_1			
AHECGBEH_03256	CDS	3015				Tn3 family transposase ISPa42
AHECGBEH_03256	gene	3015				
AHECGBEH_03257	CDS	363				hypothetical protein
AHECGBEH_03257	gene	363				
AHECGBEH_03258	CDS	906				hypothetical protein
AHECGBEH_03258	gene	906				
AHECGBEH_03259	CDS	729				hypothetical protein
AHECGBEH_03259	gene	729				
AHECGBEH_03260	CDS	1410	hss	2.5.1.44		Homospermidine synthase
AHECGBEH_03260	gene	1410	hss			
AHECGBEH_03261	CDS	1317				hypothetical protein
AHECGBEH_03261	gene	1317				
AHECGBEH_03262	CDS	744				hypothetical protein
AHECGBEH_03262	gene	744				
AHECGBEH_03263	CDS	972				hypothetical protein
AHECGBEH_03263	gene	972				
AHECGBEH_03264	tRNA	76				tRNA-Ser(gct)
AHECGBEH_03264	gene	76				
AHECGBEH_03265	CDS	222				hypothetical protein
AHECGBEH_03265	gene	222				
AHECGBEH_03266	CDS	192				hypothetical protein
AHECGBEH_03266	gene	192				
AHECGBEH_03267	CDS	183				hypothetical protein
AHECGBEH_03267	gene	183				
AHECGBEH_03268	CDS	1212				hypothetical protein
AHECGBEH_03268	gene	1212				
AHECGBEH_03269	CDS	978	vqsM			HTH-type transcriptional regulator VqsM
AHECGBEH_03269	gene	978	vqsM			
AHECGBEH_03270	CDS	417				hypothetical protein
AHECGBEH_03270	gene	417				
AHECGBEH_03271	CDS	729				hypothetical protein
AHECGBEH_03271	gene	729				
AHECGBEH_03272	CDS	1020				hypothetical protein
AHECGBEH_03272	gene	1020				
AHECGBEH_03273	CDS	648				hypothetical protein
AHECGBEH_03273	gene	648				
AHECGBEH_03274	CDS	858				ISNCY family transposase ISBcen27
AHECGBEH_03274	gene	858				
AHECGBEH_03275	CDS	426				ISNCY family transposase ISBcen27
AHECGBEH_03275	gene	426				
AHECGBEH_03276	CDS	555				hypothetical protein
AHECGBEH_03276	gene	555				
AHECGBEH_03277	CDS	459				hypothetical protein
AHECGBEH_03277	gene	459				
AHECGBEH_03278	CDS	180				hypothetical protein
AHECGBEH_03278	gene	180				
AHECGBEH_03279	CDS	1170				hypothetical protein
AHECGBEH_03279	gene	1170				
AHECGBEH_03280	CDS	237				hypothetical protein
AHECGBEH_03280	gene	237				
AHECGBEH_03281	CDS	366				hypothetical protein
AHECGBEH_03281	gene	366				
AHECGBEH_03282	CDS	231				hypothetical protein
AHECGBEH_03282	gene	231				
AHECGBEH_03283	CDS	1419				hypothetical protein
AHECGBEH_03283	gene	1419				
AHECGBEH_03284	CDS	312				hypothetical protein
AHECGBEH_03284	gene	312				
AHECGBEH_03285	CDS	1281				hypothetical protein
AHECGBEH_03285	gene	1281				
AHECGBEH_03286	CDS	459				hypothetical protein
AHECGBEH_03286	gene	459				
AHECGBEH_03287	CDS	180				hypothetical protein
AHECGBEH_03287	gene	180				
AHECGBEH_03288	CDS	1170				hypothetical protein
AHECGBEH_03288	gene	1170				
AHECGBEH_03289	CDS	237				hypothetical protein
AHECGBEH_03289	gene	237				
AHECGBEH_03290	CDS	366				hypothetical protein
AHECGBEH_03290	gene	366				
AHECGBEH_03291	CDS	231				hypothetical protein
AHECGBEH_03291	gene	231				
AHECGBEH_03292	CDS	1419				hypothetical protein
AHECGBEH_03292	gene	1419				
AHECGBEH_03293	CDS	312				hypothetical protein
AHECGBEH_03293	gene	312				
AHECGBEH_03294	CDS	1281				hypothetical protein
AHECGBEH_03294	gene	1281				
AHECGBEH_03295	CDS	459				hypothetical protein
AHECGBEH_03295	gene	459				
AHECGBEH_03296	CDS	180				hypothetical protein
AHECGBEH_03296	gene	180				
AHECGBEH_03297	CDS	1170				hypothetical protein
AHECGBEH_03297	gene	1170				
AHECGBEH_03298	CDS	237				hypothetical protein
AHECGBEH_03298	gene	237				
AHECGBEH_03299	CDS	366				hypothetical protein
AHECGBEH_03299	gene	366				
AHECGBEH_03300	CDS	231				hypothetical protein
AHECGBEH_03300	gene	231				
AHECGBEH_03301	CDS	1419				hypothetical protein
AHECGBEH_03301	gene	1419				
AHECGBEH_03302	CDS	312				hypothetical protein
AHECGBEH_03302	gene	312				
AHECGBEH_03303	CDS	1281				hypothetical protein
AHECGBEH_03303	gene	1281				
AHECGBEH_03304	CDS	189				hypothetical protein
AHECGBEH_03304	gene	189				
AHECGBEH_03305	CDS	126				hypothetical protein
AHECGBEH_03305	gene	126				
AHECGBEH_03306	CDS	642				hypothetical protein
AHECGBEH_03306	gene	642				
AHECGBEH_03307	CDS	576				hypothetical protein
AHECGBEH_03307	gene	576				
AHECGBEH_03308	CDS	543				hypothetical protein
AHECGBEH_03308	gene	543				
AHECGBEH_03309	CDS	1200				hypothetical protein
AHECGBEH_03309	gene	1200				
AHECGBEH_03310	CDS	867				hypothetical protein
AHECGBEH_03310	gene	867				
AHECGBEH_03311	CDS	963	hcf136_2			Ycf48-like protein
AHECGBEH_03311	gene	963	hcf136_2			
AHECGBEH_03312	CDS	2403	mdtC			Multidrug resistance protein MdtC
AHECGBEH_03312	gene	2403	mdtC			
AHECGBEH_03313	CDS	1647				hypothetical protein
AHECGBEH_03313	gene	1647				
AHECGBEH_03314	CDS	1425				putative protein
AHECGBEH_03314	gene	1425				
AHECGBEH_03315	CDS	663				hypothetical protein
AHECGBEH_03315	gene	663				
AHECGBEH_03316	CDS	1368				oxidoreductase
AHECGBEH_03316	gene	1368				
AHECGBEH_03317	CDS	888				hypothetical protein
AHECGBEH_03317	gene	888				
AHECGBEH_03318	CDS	582				hypothetical protein
AHECGBEH_03318	gene	582				
AHECGBEH_03319	CDS	1527				flavin-binding monooxygenase
AHECGBEH_03319	gene	1527				
AHECGBEH_03320	CDS	876				hydrolase
AHECGBEH_03320	gene	876				
AHECGBEH_03321	CDS	1158				iron-containing alcohol dehydrogenase
AHECGBEH_03321	gene	1158				
AHECGBEH_03322	CDS	1332				amino acid permease
AHECGBEH_03322	gene	1332				
AHECGBEH_03323	CDS	1425	betB_1	1.2.1.8		betaine aldehyde dehydrogenase
AHECGBEH_03323	gene	1425	betB_1			
AHECGBEH_03324	CDS	1254	pvdH_2	2.6.1.76		diaminobutyrate--2-oxoglutarate aminotransferase
AHECGBEH_03324	gene	1254	pvdH_2			
AHECGBEH_03325	CDS	960				dehydrogenase
AHECGBEH_03325	gene	960				
AHECGBEH_03326	CDS	153				hypothetical protein
AHECGBEH_03326	gene	153				
AHECGBEH_03327	CDS	1659				acetate permease
AHECGBEH_03327	gene	1659				
AHECGBEH_03328	CDS	324	yjcH_2		COG3162	Inner membrane protein YjcH
AHECGBEH_03328	gene	324	yjcH_2			
AHECGBEH_03329	CDS	1650				acyl-CoA synthetase
AHECGBEH_03329	gene	1650				
AHECGBEH_03330	CDS	768				short-chain dehydrogenase
AHECGBEH_03330	gene	768				
AHECGBEH_03331	CDS	1173				acyl-CoA dehydrogenase
AHECGBEH_03331	gene	1173				
AHECGBEH_03332	CDS	357				hypothetical protein
AHECGBEH_03332	gene	357				
AHECGBEH_03333	CDS	1056				hypothetical protein
AHECGBEH_03333	gene	1056				
AHECGBEH_03334	CDS	1956	norR			Anaerobic nitric oxide reductase transcription regulator NorR
AHECGBEH_03334	gene	1956	norR			
AHECGBEH_03335	CDS	504				transcriptional regulator
AHECGBEH_03335	gene	504				
AHECGBEH_03336	CDS	2304			COG3008	putative protein
AHECGBEH_03336	gene	2304				
AHECGBEH_03337	CDS	621				paraquat-inducible protein A
AHECGBEH_03337	gene	621				
AHECGBEH_03338	CDS	1584				aldehyde dehydrogenase
AHECGBEH_03338	gene	1584				
AHECGBEH_03339	CDS	996				hypothetical protein
AHECGBEH_03339	gene	996				
AHECGBEH_03340	CDS	1176	rhmD	4.2.1.90	COG4948	L-rhamnonate dehydratase
AHECGBEH_03340	gene	1176	rhmD			
AHECGBEH_03341	CDS	1323				major facilitator superfamily transporter
AHECGBEH_03341	gene	1323				
AHECGBEH_03342	CDS	768				porin
AHECGBEH_03342	gene	768				
AHECGBEH_03343	CDS	1014		1.1.1.262		4-hydroxythreonine-4-phosphate dehydrogenase
AHECGBEH_03343	gene	1014				
AHECGBEH_03344	CDS	960				hypothetical protein
AHECGBEH_03344	gene	960				
AHECGBEH_03345	CDS	1326				major facilitator superfamily transporter
AHECGBEH_03345	gene	1326				
AHECGBEH_03346	CDS	1014				hypothetical protein
AHECGBEH_03346	gene	1014				
AHECGBEH_03347	CDS	531				hypothetical protein
AHECGBEH_03347	gene	531				
AHECGBEH_03348	CDS	1521				hypothetical protein
AHECGBEH_03348	gene	1521				
AHECGBEH_03349	CDS	948				transcriptional regulator
AHECGBEH_03349	gene	948				
AHECGBEH_03350	CDS	477				hypothetical protein
AHECGBEH_03350	gene	477				
AHECGBEH_03351	CDS	807				ABC transporter
AHECGBEH_03351	gene	807				
AHECGBEH_03352	CDS	717				amino acid permease
AHECGBEH_03352	gene	717				
AHECGBEH_03353	CDS	678				amino acid permease
AHECGBEH_03353	gene	678				
AHECGBEH_03354	CDS	885				hypothetical protein
AHECGBEH_03354	gene	885				
AHECGBEH_03355	CDS	1596	pdeB	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeB
AHECGBEH_03355	gene	1596	pdeB			
AHECGBEH_03356	CDS	876				dehydrogenase
AHECGBEH_03356	gene	876				
AHECGBEH_03357	CDS	345				hypothetical protein
AHECGBEH_03357	gene	345				
AHECGBEH_03358	CDS	1038				oxidoreductase
AHECGBEH_03358	gene	1038				
AHECGBEH_03359	CDS	585				transcriptional regulator
AHECGBEH_03359	gene	585				
AHECGBEH_03360	CDS	1254	hcnC_1			hydrogen cyanide synthase subunit HcnC
AHECGBEH_03360	gene	1254	hcnC_1			
AHECGBEH_03361	CDS	1395	hcnB			hydrogen cyanide synthase subunit HcnB
AHECGBEH_03361	gene	1395	hcnB			
AHECGBEH_03362	CDS	315	hcnA_1			hydrogen cyanide synthase subunit HcnA
AHECGBEH_03362	gene	315	hcnA_1			
AHECGBEH_03363	CDS	267				hypothetical protein
AHECGBEH_03363	gene	267				
AHECGBEH_03364	CDS	414	hrp1_1			Hypoxic response protein 1
AHECGBEH_03364	gene	414	hrp1_1			
AHECGBEH_03365	CDS	1137	exoY			adenylate cyclase
AHECGBEH_03365	gene	1137	exoY			
AHECGBEH_03366	CDS	345	gsiB		COG3729	Glucose starvation-inducible protein B
AHECGBEH_03366	gene	345	gsiB			
AHECGBEH_03367	CDS	555	clpP_2	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
AHECGBEH_03367	gene	555	clpP_2			
AHECGBEH_03368	CDS	1167				alcohol dehydrogenase
AHECGBEH_03368	gene	1167				
AHECGBEH_03369	CDS	426				hypothetical protein
AHECGBEH_03369	gene	426				
AHECGBEH_03370	CDS	171				hypothetical protein
AHECGBEH_03370	gene	171				
AHECGBEH_03371	CDS	885	katN			non-heme catalase KatN
AHECGBEH_03371	gene	885	katN			
AHECGBEH_03372	CDS	510	yciE		COG3685	Protein YciE
AHECGBEH_03372	gene	510	yciE			
AHECGBEH_03373	CDS	285				hypothetical protein
AHECGBEH_03373	gene	285				
AHECGBEH_03374	CDS	270				hypothetical protein
AHECGBEH_03374	gene	270				
AHECGBEH_03375	CDS	1134				glutamate--cysteine ligase
AHECGBEH_03375	gene	1134				
AHECGBEH_03376	CDS	1377				hypothetical protein
AHECGBEH_03376	gene	1377				
AHECGBEH_03377	CDS	951	prmC	2.1.1.297		Release factor glutamine methyltransferase
AHECGBEH_03377	gene	951	prmC			
AHECGBEH_03378	CDS	231				hypothetical protein
AHECGBEH_03378	gene	231				
AHECGBEH_03379	CDS	609	yohC_1			Inner membrane protein YohC
AHECGBEH_03379	gene	609	yohC_1			
AHECGBEH_03380	CDS	1953				sensor/response regulator hybrid protein
AHECGBEH_03380	gene	1953				
AHECGBEH_03381	CDS	591				hypothetical protein
AHECGBEH_03381	gene	591				
AHECGBEH_03382	CDS	348				hypothetical protein
AHECGBEH_03382	gene	348				
AHECGBEH_03383	CDS	264				hypothetical protein
AHECGBEH_03383	gene	264				
AHECGBEH_03384	CDS	222				hypothetical protein
AHECGBEH_03384	gene	222				
AHECGBEH_03385	CDS	351				hypothetical protein
AHECGBEH_03385	gene	351				
AHECGBEH_03386	CDS	1077				hypothetical protein
AHECGBEH_03386	gene	1077				
AHECGBEH_03387	CDS	471			COG5592	DNA nickase
AHECGBEH_03387	gene	471				
AHECGBEH_03388	CDS	210				hypothetical protein
AHECGBEH_03388	gene	210				
AHECGBEH_03389	CDS	453				hypothetical protein
AHECGBEH_03389	gene	453				
AHECGBEH_03390	CDS	777				hypothetical protein
AHECGBEH_03390	gene	777				
AHECGBEH_03391	CDS	1098				hypothetical protein
AHECGBEH_03391	gene	1098				
AHECGBEH_03392	CDS	366				hypothetical protein
AHECGBEH_03392	gene	366				
AHECGBEH_03393	CDS	1605		2.4.1.21		glycogen synthase
AHECGBEH_03393	gene	1605				
AHECGBEH_03394	CDS	1752				glycosyl hydrolase
AHECGBEH_03394	gene	1752				
AHECGBEH_03395	CDS	2055				4-alpha-glucanotransferase
AHECGBEH_03395	gene	2055				
AHECGBEH_03396	CDS	2781		5.4.99.15		malto-oligosyltrehalose synthase
AHECGBEH_03396	gene	2781				
AHECGBEH_03397	CDS	306				hypothetical protein
AHECGBEH_03397	gene	306				
AHECGBEH_03398	CDS	2151				glycosyl hydrolase
AHECGBEH_03398	gene	2151				
AHECGBEH_03399	CDS	417	hrp1_2			Hypoxic response protein 1
AHECGBEH_03399	gene	417	hrp1_2			
AHECGBEH_03400	CDS	1248				alcohol dehydrogenase
AHECGBEH_03400	gene	1248				
AHECGBEH_03401	CDS	939				hypothetical protein
AHECGBEH_03401	gene	939				
AHECGBEH_03402	CDS	738				hypothetical protein
AHECGBEH_03402	gene	738				
AHECGBEH_03403	CDS	1206				cardiolipin synthase 2
AHECGBEH_03403	gene	1206				
AHECGBEH_03404	CDS	996	ybhN		COG0392	Inner membrane protein YbhN
AHECGBEH_03404	gene	996	ybhN			
AHECGBEH_03405	CDS	2199	glgB	2.4.1.18		1,4-alpha-glucan branching protein GlgB
AHECGBEH_03405	gene	2199	glgB			
AHECGBEH_03406	CDS	3303				trehalose synthase
AHECGBEH_03406	gene	3303				
AHECGBEH_03407	CDS	1995				alpha-1,4-glucan:maltose-1-phosphate maltosyltransferase
AHECGBEH_03407	gene	1995				
AHECGBEH_03408	CDS	882				non-homologous end joining protein Ku
AHECGBEH_03408	gene	882				
AHECGBEH_03409	CDS	243				hypothetical protein
AHECGBEH_03409	gene	243				
AHECGBEH_03410	CDS	492				transporter
AHECGBEH_03410	gene	492				
AHECGBEH_03411	CDS	2130	katE	1.11.1.6		catalase HPII
AHECGBEH_03411	gene	2130	katE			
AHECGBEH_03412	CDS	168				hypothetical protein
AHECGBEH_03412	gene	168				
AHECGBEH_03413	CDS	165				hypothetical protein
AHECGBEH_03413	gene	165				
AHECGBEH_03414	CDS	399				hypothetical protein
AHECGBEH_03414	gene	399				
AHECGBEH_03415	CDS	2439	glgP			glycogen phosphorylase
AHECGBEH_03415	gene	2439	glgP			
AHECGBEH_03416	CDS	288				hypothetical protein
AHECGBEH_03416	gene	288				
AHECGBEH_03417	CDS	189				hypothetical protein
AHECGBEH_03417	gene	189				
AHECGBEH_03418	CDS	861				short-chain dehydrogenase
AHECGBEH_03418	gene	861				
AHECGBEH_03419	CDS	519	pncC_2	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
AHECGBEH_03419	gene	519	pncC_2			
AHECGBEH_03420	CDS	240				metallothionein
